,Compound Name,CF Standard Name (from MIP Variables),Title,Description,Type,Modeling Realm,Table,Frequency,Status,Theme,Atmosphere author team review,CMIP7 Variable Groups,UID,Min Rank,Processing Note,Provenance,Priority 2 (CMIP6 - OLD,Priority 1 (CMIP6) -- OLD,Rank by File Count,Rank by Volume,Rank by Submissions,Positive Direction,Impacts & adaptation author team review,Priority 3 (CMIP6 - OLD),Variable is included in ESM-BCV v1.3,Ocean & sea-ice author team review,Cross-thematic team review,Cross-thematic group review comment,Land & land-ice author team review,Priority 2 (CMIP6),Priority 1 (CMIP6),Atmosphere review comment,Priority 3 (CMIP6),Earth system author team review
recjfWrZ40rvQyzcu,Omon.htovgyre,northward_ocean_heat_transport_due_to_gyre,Northward Ocean Heat Transport Due to Gyre,"From all advective mass transport processes, resolved and parameterized.
",real,['ocean'],['Omon'],['mon'],CMIP6 CMOR variable,,,"aerchemmip_ocean_salt_and_heat_transport_variables_monthly, paleo_ocean_transports, tipmip_extended, omip_transports_medium_priority",baa5ef8c-e5dd-11e5-8482-ac72891c3257,240,"For models which do not have a Cartesian lat-long grid, this transport can be approximated as thetransport across zig-zag paths corresponding to latitudes with spacing between latitudes appropriate tothe model's resolution, as is done for the ocean meridional overturning mass streamfunction.
",Omon ((isd.003)),"['CMIP5', 'VIACSAB']","['CMIP', 'PMIP']",240,1603,481,,,,,,,,,,,,,
recjh1CpmZw6z9c4p,Amon.rlut,toa_outgoing_longwave_flux,TOA Outgoing Longwave Radiation,"at the top of the atmosphere (to be compared with satellite measurements)
",real,['atmos'],['Amon'],['mon'],CMIP6 CMOR variable,,,"baseline_monthly, clouds_basic_average, radiativeforcing_monthly, poleward_heat_transports, Hadley_Walker_Circulations, aerchemmip_2d_monthly, DCPP_Essential, ref_atmosphere, ref_earth_system, SO_BGC-cloud_met_monthly, DAMIP_monthly, CFMIP_baseline",bab5aad0-e5dd-11e5-8482-ac72891c3257,1,,Amon ((isd.003)),,"['CFMIP', 'CMIP', 'CMIP5', 'DCPP', 'ISMIP6', 'PMIP', 'VIACSAB']",24,224,1,up,,['CDRMIP'],1 checked out of 1,,,,,,,,,
recji5jjYzEiJ4Q7R,Ofx.dxto,,Eastward gridbox length at t-points,"The width of the ocean model gridbox in at the t-point (dx)
",real,['ocean'],['Ofx'],['fx'],Under review,['Ocean & sea-ice'],,ocean_grid,83bbfb67-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,In progress,,,,,,,,
recjjW2obvGTXiysM,CF3hr.clivi,atmosphere_mass_content_of_cloud_ice,Ice Water Path,"mass of ice water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating frozen hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.
",real,['atmos'],['CF3hr'],['3hrPt'],CMIP6 CMOR variable,,,"cfmip_3hr, clouds_basic_instantaneous",e0ab3896-4b7f-11e7-903f-5404a60d96b5,1230,,CFMIP (CMIP5),,['CFMIP'],1775,1694,1230,,,,,,,,,,,,,
recjjvglxfR9SbU7M,Emon.clwmodis,liquid_water_cloud_area_fraction,MODIS Liquid Cloud Percentage,"MODIS Liquid Cloud Fraction
",real,['atmos'],['Emon'],['mon'],CMIP6 CMOR variable,,,CFMIP_cosp_extra,8b8a66fa-4a5b-11e6-9cd2-ac72891c3257,692,,CFMIP [CFmonExtra],,['CFMIP'],1412,1589,692,,,,,,,,,,,,,
recjkv4MSFVC7GElG,Emon.raGrass,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration,Autotrophic Respiration on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],"Total RA of grass in the grid cell
",real,['land'],['Emon'],['mon'],CMIP6 CMOR variable,,,c4mip_land_carbon_cycle_tier2,e70785c4-aa7f-11e6-9a4a-5404a60d96b5,788,,C4MIP [C_LandT2],['C4MIP'],,816,1266,788,,,,,,,,,,,,,
recjnSrLukYJ5TFEv,SImon.sidmassgrowthwat,tendency_of_sea_ice_amount_due_to_frazil_ice_accumulation_in_leads,Sea-Ice Mass Change Through Growth in Supercooled Open Water (Frazil),"The rate of change of sea ice mass due to sea ice formation in supercooled water (often through frazil formation) divided by grid-cell area. Together, sidmassgrowthwat and sidmassgrowthbot should give total ice growth
",real,['seaIce'],['SImon'],['mon'],CMIP6 CMOR variable,,,"seaice_budget_mass_monthly, paleo_cryosphere, paleo_cryosphere_medium_priority",71310690-faa7-11e6-bfb7-ac72891c3257,240,,SIMIP [seaicemon],['SIMIP'],"['CMIP', 'VIACSAB']",380,1030,240,,,,,,,,,,,,,
recjpvLcsPuvbNyep,Emon.pr18O,precipitation_flux_containing_18O,Precipitation Flux of Water Containing Oxygen-18 (H2 18O),"Precipitation mass flux of water molecules that contain the oxygen-18 isotope (H2 18O), including solid and liquid phases.
",real,['atmos'],['Emon'],['mon'],CMIP6 CMOR variable,,,"paleodata_assimilation, paleo_stable_isotopes",6f68a372-9acb-11e6-b7ee-ac72891c3257,9999,,PMIP [PMIP-Amon-02],,['PMIP'],,,,,,,,,,,,,,,,
recjsIgfAyP3Ys507,CF3hr.clwvi,atmosphere_mass_content_of_cloud_condensed_water,Condensed Water Path,"mass of condensed (liquid + ice) water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.
",real,['atmos'],['CF3hr'],['3hrPt'],CMIP6 CMOR variable,,,"cfmip_3hr, clouds_basic_instantaneous",e0ab40e8-4b7f-11e7-903f-5404a60d96b5,1295,,CFMIP (CMIP5),,['CFMIP'],1785,1704,1295,,,,,,,,,,,,,
recjwX6N793wkv0rq,6hrPlev.wsgmax10m,wind_speed_of_gust,Maximum Wind Speed of Gust at 10m,"Wind speed gust maximum at 10m above surface
",real,['atmos'],['6hrPlev'],['6hr'],CMIP6 CMOR variable,,,,ef05c7e6-34cb-11e7-8257-5404a60d96b5,493,,VIACSAB [viacsabExtra],,['VIACSAB'],857,493,1765,,,,,,,,,,,,,
recjyx1BSV8r3OBf6,Emon.ocontemptend,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content,Tendency of Sea Water Conservative Temperature Expressed as Heat Content,"Tendency of heat content for a grid cell from all processes. Reported only for models that use conservative temperature as prognostic field.
",real,['ocean'],['Emon'],['mon'],CMIP6 CMOR variable,,,,8b9e039a-4a5b-11e6-9cd2-ac72891c3257,441,,FAFMIP [fafOmonB],['FAFMIP'],,1550,441,1401,,,,,,,,,,,,,
reck3nr58Zks9jvfd,CFday.ps,surface_air_pressure,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates
",real,['atmos'],['CFday'],['day'],CMIP6 CMOR variable,,,"baseline_daily, cfmip_daily, temperature_variability_daily_lowpriority, DAMIP_daily, aerchemmip_2d_daily, CHELSA_land_daily, biodiv_land_daily, ISIMIPMinimalAtmos, CFMIP_baseline, paleo_permafrost, statistical_downscaling_core_daily, tipmip_extended",bab46db4-e5dd-11e5-8482-ac72891c3257,162,,CFday ((isd.003)),,"['CMIP5', 'VolMIP']",193,162,175,,,,1 checked out of 1,,,,,,,,,
reck5SYiOQ9H3PFz9,Amon.cfc113global,mole_fraction_of_cfc113_in_air,Global Mean Mole Fraction of CFC113,"Mole fraction is used in the construction mole\_fraction\_of\_X\_in\_Y, where X is a material constituent of Y.  The chemical formula of CFC113 is CCl2FCClF2.  The IUPAC name for CFC113 is 1,1,2-trichloro-1,2,2-trifluoro-ethane.
",real,"['atmos', 'atmosChem']",['Amon'],['mon'],CMIP6 CMOR variable,,,CFMIP_baseline,baa98b1a-e5dd-11e5-8482-ac72891c3257,1587,,Amon ((isd.003)),['VIACSAB'],['CMIP'],1587,1831,1765,,,"['CFMIP', 'CMIP5']",,,,,,,,,,
reckCb2zcK9UEq094,3hr.rldscs,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Longwave Radiation,"This is a 3-hour mean flux.
",real,['atmos'],['3hr'],['3hr'],CMIP6 CMOR variable,,,,bab55f12-e5dd-11e5-8482-ac72891c3257,144,,3hr ((isd.003)),['VIACSAB'],"['CMIP', 'CMIP5', 'VIACSAB']",674,219,144,down,,,,,,,,,,,,
reckCgrFf76W4JJg3,E3hrPt.rsutcsafbnd,toa_outgoing_shortwave_flux_assuming_clear_sky_and_no_aerosol,"TOA Outgoing Clear-Sky, Aerosol-Free Shortwave Radiation in Bands","Calculated in the absence of aerosols and clouds, following Ghan (2013, ACP). This requires a double-call in the radiation code with precisely the same meteorology.
",real,['atmos'],['E3hrPt'],['3hrPt'],CMIP6 CMOR variable,,,,916b7796-267c-11e7-8933-ac72891c3257,9999,,RFMIP [aero_irf],,['RFMIP'],,,,up,,,,,,,,,,,,
reckCu2K6xadhtzjl,6hrPlevPt.dtaus,atmosphere_optical_thickness_due_to_stratiform_cloud,Stratiform Cloud Optical Depth,"Stratiform cloud optical depth
",real,['atmos'],['6hrPlevPt'],['6hrPt'],CMIP6 CMOR variable,,,,8bb08c22-4a5b-11e6-9cd2-ac72891c3257,9999,,HighResMIP [6hrPlev_intense],,,,,,,,['HighResMIP'],,,,,,,,,,
reckD8O0RpjX2LGJa,AERmon.emibbch4,,total emission of CH4 from all biomass burning,"This is the total emission rate of methane (CH4) into the atmosphere from all biomass burning (natural and anthropogenic)
",real,['aerosol'],['AERmon'],['mon'],Under review,['Atmosphere'],In progress,"aerchemmip_2d_monthly, FireMIP_monthly, land_ch4_fluxes",83bbfc0a-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
reckJT4PIvnhyvBaY,CFsubhr.pfull,air_pressure,Pressure at Model Full-Levels,"Air pressure on model levels
",real,['atmos'],['CFsubhr'],['subhrPt'],CMIP6 CMOR variable,,,"cfmip_subhr, CFMIP_cfSites",a955ee5e-817c-11e6-a4e2-5404a60d96b5,446,"This field is needed only for models in which the pressure cannot be calculated from the vertical coordinate information stored already for each variable.  Thus, the pressures are needed for height or theta-coordinate models, for example, but not sigma- or eta-coordinate models.
",CFsubhr ((isd.003)),,['CMIP5'],1495,446,1401,,,,,,,,,,,,,
reckN8Cn4Y7Yr7OW8,Emon.wtd,water_table_depth,Water Table Depth,"Depth is the vertical distance below the surface. The water table is the surface below which the soil is saturated with water such that all pore spaces are filled.
",real,['land'],['Emon'],['mon'],CMIP6 CMOR variable,,,,8b81f0ce-4a5b-11e6-9cd2-ac72891c3257,853,,C4MIP [C_LandT1],['C4MIP'],,853,979,898,,,,,,,,,,,,,
reckSzZu5eyEHa8Mr,Eday.rivi,incoming_water_volume_transport_along_river_channel,River Inflow,"water\_flux\_to\_downstream
",real,['land'],['Eday'],['day'],CMIP6 CMOR variable,,,biodiv_freshwater_daily,d2285fce-4a9f-11e6-b84e-ac72891c3257,788,,LS3MIP [LWday],,['LS3MIP'],1638,788,1681,,,,,,,,,,,,,
reckUfDQSjFU9K56E,EmonZ.tntrs,tendency_of_air_temperature_due_to_shortwave_heating,Tendency of Air Temperature Due to Shortwave Radiative Heating,"zonal mean; hence YZT
",real,['aerosol'],['EmonZ'],['mon'],CMIP6 CMOR variable,,,dynvar_basic,11ecbdd2-c14f-11e6-bb78-ac72891c3257,788,,DynVarMIP [DYVR_monthly_b],,,1108,1531,788,,,['DynVarMIP'],,,,,,,,,,
reckXGQG2uOpcps5M,AERmon.emivoc,tendency_of_atmosphere_mass_content_of_nmvoc_due_to_emission,Total Emission Rate of NMVOC,"Integrate 3D emission field vertically to 2d field. \_If\_ fixed molecular weight of NMVOC is not available in model, please provide in units of kilomole m-2 s-1 (i.e. kg m-2 s-1 as if model NMVOC had molecular weight of 1) and add a comment to your file.
",real,['aerosol'],['AERmon'],['mon'],CMIP6 CMOR variable,,,aerchemmip_2d_monthly,19c06d70-81b1-11e6-92de-ac72891c3257,627,,AERmon ((isd.003)),,['AerChemMIP'],627,1317,1069,,,,,,,,,,,,,
reckYQD2wGG6ZMr3X,SImon.sivol,sea_ice_thickness,Sea-Ice Volume per Area,"Total volume of sea ice divided by grid-cell area (this used to be called ice thickness in CMIP5)
",real,['seaIce'],['SImon'],['mon'],CMIP6 CMOR variable,,,"seaice_state_monthly_basic, paleo_cryosphere, ref_ocean_and_seaice, paleo_cryosphere_high_priority",71291d86-faa7-11e6-bfb7-ac72891c3257,81,,SIMIP [seaicemon],,['SIMIP'],81,443,102,,,,,,,,,,,,,
recka6qLvILhPqFWB,6hrPlevPt.taUTLSadd,air_temperature,6 hourly instantaneous temperature in additional levels within the UTLS region,"6 hourly instantaneous temperature at 2 additional pressure levels in the UTLS region (175 and 225 hPa)
",real,['atmos'],['6hrPlevPt'],['6hrPt'],Under review,['Impacts & adaptation'],,aviation_impacts_additional,83bbfc4c-7f07-11ef-9308-b1dd71e64bec,,"subset of 27 pressure levels to cover the UTLS region
",,,,,,,,In progress,,,,,,,,,,,
reckbnRP4inND3ANs,E3hr.clivi,atmosphere_mass_content_of_cloud_ice,Ice Water Path,"Ice water path
",real,['atmos'],['E3hr'],['3hr'],CMIP6 CMOR variable,,,clouds_basic_average,8bb0ccd2-4a5b-11e6-9cd2-ac72891c3257,656,,HighResMIP [3hr_cloud],['HighResMIP'],,1227,656,1069,,,,,,,,,,,,,
reckdFa7OVTALTUXn,Oday.zos,sea_surface_height_above_geoid,Dynamic Sea Level,"This is the dynamic sea level, so should have zero global area mean. zos is the effective sea level as if sea ice (and snow) at a grid cell were converted to liquid seawater (Campin et al., 2008). For OMIP, do _not _record inverse barometer responses from sea-ice (and snow) loading in zos. See (Griffies et al, 2016, https://doi.org/10.5194/gmd-9-3231-2016).
",real,['ocean'],['Oday'],['day'],Under review,['Ocean & sea-ice'],,"ocean_mesoscale, Sea_level_extremes, omip_scalars_high_priority",83bbfb69-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,In progress,,,,,,,,
reckhXBg5QyGg1X8C,Omon.po4,mole_concentration_of_dissolved_inorganic_phosphorus_in_sea_water,Total Dissolved Inorganic Phosphorus Concentration,"Mole concentration means number of moles per unit volume, also called ""molarity"", and is used in the construction ""mole\_concentration\_of\_X\_in\_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox\_expressed\_as\_nitrogen"". ""Dissolved inorganic phosphorus"" means the sum of all inorganic phosphorus in solution (including phosphate, hydrogen phosphate, dihydrogen phosphate, and phosphoric acid).
",real,['ocnBgchem'],['Omon'],['mon'],CMIP6 CMOR variable,,,"marine_bgc_baseline, DCPP_Wider, c4mip_ocean_carbon_cycle_tier1, FireMIP_monthly",ba9faae6-e5dd-11e5-8482-ac72891c3257,60,"Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers.  ""Tracer""  concentations should be reported even if they are diagnosed rather than prognostically calculated.
",Omon ((isd.003)),"['CMIP5', 'DAMIP', 'DCPP', 'OMIP']","['C4MIP', 'CMIP']",301,60,461,,,,,,,,,,,,,
reckmyKAKxWwmAcix,Emon.sfcWindmax,wind_speed,Daily Maximum Near-Surface Wind Speed,"Daily maximum near-surface (usually, 10 meters) wind speed.
",real,['atmos'],['Emon'],['mon'],CMIP6 CMOR variable,,,DCPP_Essential,fee11078-5270-11e6-bffa-5404a60d96b5,274,,DCPP [DCPP-mon],,"['DCPP', 'PAMIP']",274,793,593,,,,,,,,,,,,,
reckoVvp3DjOyPPDI,CF3hr.hfss,surface_upward_sensible_heat_flux,Surface Upward Sensible Heat Flux,"The surface sensible heat flux, also called turbulent heat flux, is the exchange of heat between the surface and the air by motion of air.
",real,['atmos'],['CF3hr'],['3hrPt'],CMIP6 CMOR variable,,,cfmip_3hr,e0ab4872-4b7f-11e7-903f-5404a60d96b5,1295,,CFMIP (CMIP5),,['CFMIP'],1746,1567,1295,up,,,,,,,,,,,,
reckoxqfgAqnLbjfW,IfxAnt.topg,bedrock_altitude,Bedrock Altitude,"The bedrock topography beneath the land ice
",real,['landIce'],['IfxAnt'],['fx'],CMIP6 CMOR variable,,,landice_antarctica_allfreq,d5b378fc-c78d-11e6-9b25-5404a60d96b5,9999,,ISMIP6 [IfxAnt],['ISMIP6'],,,,,,,,,,,,,,,,,
reckp2Z1jbd7TCJG7,CFsubhr.rlus,surface_upwelling_longwave_flux_in_air,Surface Upwelling Longwave Radiation,"The surface called ""surface"" means the lower boundary of the atmosphere. ""longwave"" means longwave radiation. Upwelling radiation is radiation from below. It does not mean ""net upward"". When thought of as being incident on a surface, a radiative flux is sometimes called ""irradiance"". In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called ""vector irradiance"". In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.
",real,['atmos'],['CFsubhr'],['subhrPt'],CMIP6 CMOR variable,,,"cfmip_subhr, CFMIP_cfSites",8008a27e-f906-11e6-a176-5404a60d96b5,956,"This table includes the 2-D variables listed in the ""Amon"" spreadsheet, omitting, however, the daily maximum and minimum temperatures.  All variables should be reported as synoptic fields, not daily means.
",CFsubhr ((isd.003)),,['CMIP5'],1510,1125,956,up,,,,,,,,,,,,
reckphAO7uJS78jdv,3hr.drynoy,minus_tendency_of_atmosphere_mass_content_of_noy_expressed_as_nitrogen_due_to_dry_deposition,3-hourly Dry Deposition Rate of NOy,"3-hourly Dry Deposition Rate of NOy
",real,['atmosChem'],['3hr'],['3hr'],New,['Impacts & adaptation'],,Deposition variables requested by ISIMIP,83bbfc6b-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
reckqPVSHuIbPdtn7,Emon.wap2,square_of_lagrangian_tendency_of_air_pressure,Mean-Squared Vertical Velocity (Omega),"omega\*omega
",real,['atmos'],['Emon'],['mon'],CMIP6 CMOR variable,,,,8baf39ee-4a5b-11e6-9cd2-ac72891c3257,1092,,HighResMIP [Amon_sparc],['HighResMIP'],,1674,1092,1599,,,,,,,,,,,,,
reckr6kniUVnqbFrJ,SIday.siu,sea_ice_x_velocity,X-Component of Sea-Ice Velocity,"The x-velocity of ice on native model grid
",real,['seaIce'],['SIday'],['day'],CMIP6 CMOR variable,,,"seaice_dynamics_basic, surgemip_variables, CFMIP_baseline, seaice_gcos_ecv",b811a784-7c00-11e6-bcdf-ac72891c3257,161,,SIMIP [seaiceday],,"['CMIP5', 'SIMIP']",215,298,161,,,,,,,,,,,,,
reckt8Y0ub94GNPBA,Emon.diabdrag,tendency_of_eastward_wind_due_to_numerical_artefacts,Tendency of Eastward Wind from Numerical Artefacts,"Other sub-grid scale/numerical zonal drag excluding that already provided for the parameterized orographic and non-orographic gravity waves. This would be used to calculate the total 'diabatic drag'. Contributions to this additional drag such Rayleigh friction and diffusion that can be calculated from the monthly mean wind fields should not be included, but details (e.g. coefficients) of the friction and/or diffusion used in the model should be provided separately.
",real,['atmos'],['Emon'],['mon'],CMIP6 CMOR variable,,,,6f17bb38-9acb-11e6-b7ee-ac72891c3257,9999,,DAMIP [DAMIP-Emon],,['DAMIP'],,,,,,,,,,,,,,,,
recku1ptTACo4UaWg,Omon.hfx_dup,ocean_heat_x_transport,Ocean X heat transport,"Contains all contributions to 'x-ward' heat transport from resolved and parameterized processes. Use Celsius for temperature scale
",real,['ocean'],['Omon'],['mon'],Under review,['Ocean & sea-ice'],,,83bbfb51-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,In progress,,,,,,,,
reckwPdqxy3VNYNLK,ImonGre.hfss,surface_upward_sensible_heat_flux,Surface Upward Sensible Heat Flux,"The surface sensible heat flux, also called turbulent heat flux, is the exchange of heat between the surface and the air by motion of air.
",real,"['landIce', 'land']",['ImonGre'],['mon'],CMIP6 CMOR variable,,,landice_greenland_allfreq,d5b2ba20-c78d-11e6-9b25-5404a60d96b5,985,,ISMIP6 [ImonGre],,['ISMIP6'],985,1358,1463,up,,,,,,,,,,,,
reckwvyegeaAzC5GU,Emon.jpdftaureliqmodis,cloud_area_fraction_in_atmosphere_layer,"MODIS Optical Thickness-Particle Size Joint Distribution, Liquid","MODIS Optical Thickness-Particle Size joint distribution, liquid
",real,['atmos'],['Emon'],['mon'],CMIP6 CMOR variable,,,CFMIP_cosp_extra,8b8a5c50-4a5b-11e6-9cd2-ac72891c3257,1230,,CFMIP [CFmonExtra],,['CFMIP'],1700,1438,1230,,,,,,,,,,,,,
reckyuw12vVxgJB8u,CFday.pfull,air_pressure,Pressure at Model Full-Levels,"Air pressure on model levels
",real,['atmos'],['CFday'],['day'],CMIP6 CMOR variable,,,"cfmip_daily, biodiv_land_daily, CFMIP_daily_3D",bab32ddc-e5dd-11e5-8482-ac72891c3257,82,"This field is needed only for models in which the pressure cannot be calculated from the vertical coordinate information stored already for each variable.  Thus, the pressures are needed for height or theta-coordinate models, for example, but not sigma- or eta-coordinate models.
",CFday ((isd.003)),,['CMIP5'],561,82,564,,,,,,,,,,,,,
recl2n0JlybQ2IbxV,Eday.loadbc,atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles,Load of Black Carbon Aerosol,"The total dry mass of black carbon aerosol particles per unit area.
",real,['atmos'],['Eday'],['day'],CMIP6 CMOR variable,,,"CFMIP_baseline, FireMIP_daily",8b8b08ee-4a5b-11e6-9cd2-ac72891c3257,389,,CFMIP [aeroDay_2d],,['CFMIP'],618,389,956,,,,,,,,,,,,,
recl4AXW3hKfm8YBw,Omon.masso,sea_water_mass,Sea Water Mass,"Total mass of liquid sea water. For Boussinesq models, report this diagnostic as Boussinesq reference density times total volume.
",real,['ocean'],['Omon'],['mon'],CMIP6 CMOR variable,,,"omip_scalar_fields, tipmip_extended, omip_scalars_high_priority",baa4f730-e5dd-11e5-8482-ac72891c3257,172,,Omon ((isd.003)),['VIACSAB'],"['CMIP', 'CMIP5', 'DAMIP', 'PMIP']",172,1691,190,,,,,,,,,,,,,
recl7weJiooc3qzjf,Emon.t20d,depth_of_isosurface_of_sea_water_potential_temperature,Depth of 20 degree Celsius Isotherm,"20C isotherm depth
",real,['ocean'],['Emon'],['mon'],CMIP6 CMOR variable,,,"DCPP_Essential, fish_model_core_mon, marine_bgc_fisheries",8b922f7a-4a5b-11e6-9cd2-ac72891c3257,218,,PMIP [PMIP-Omon-02],,"['DCPP', 'PAMIP', 'PMIP']",218,778,461,,,,,,,,,,,,,
reclA2FxeMm3tbGXz,Omon.limirrmisc,growth_limitation_of_miscellaneous_phytoplankton_due_to_solar_irradiance,Irradiance Limitation of Other Phytoplankton,"Growth limitation of miscellaneous phytoplankton due to solar irradiance. ""Growth limitation due to solar irradiance"" means the ratio of the growth rate of a species population in the environment (where the amount of sunlight reaching a location may be limited) to the theoretical growth rate if there were no such limit on solar irradiance.
",real,['ocnBgchem'],['Omon'],['mon'],CMIP6 CMOR variable,,,marine_bgc_pp_uncertainty,baa03826-e5dd-11e5-8482-ac72891c3257,577,,Omon ((isd.003)),"['C4MIP', 'PMIP']",['CMIP'],577,840,956,,,['CMIP5'],,,,,,,,,,
reclC2j9RiXWDENU1,Emon.cfadLidarsr532,histogram_of_backscattering_ratio_in_air_over_height_above_reference_ellipsoid,CALIPSO Scattering Ratio CFAD,"CALIPSO Scattering Ratio
",real,['atmos'],['Emon'],['mon'],CMIP6 CMOR variable,,,CFMIP_cosp_extra,8b8a4c56-4a5b-11e6-9cd2-ac72891c3257,882,,CFMIP [CFmonExtra],,['CFMIP'],1650,882,1069,,,,,,,,,,,,,
